Taxon,Region,LifeForm,PresentStatus,FirstRecord,FirstRecord_orig,DataQuality,Source
Amaranthus caudatus,Taiwan,Vascular plants,,1976,1976,,Wu et al. (2010)
Amaranthus caudatus,United Kingdom,Vascular plants,casual,1908,1908,,Roy H et al. (2012) 
Amaranthus clementii,Belgium,Vascular plants,casual,1939,1939,,"Verloove F, (2006)"
Amaranthus crispus,Austria,Vascular plants,,1914,1914,,Essl F et al. (2014)
Amaranthus crispus,Belgium,Vascular plants,casual,1884,1884,,"Verloove F, (2006)"
Amaranthus crispus,Czech Republic,Vascular plants,established,1926,1926,,Py�ek et al. (2012)
Amaranthus crispus,Estonia,Vascular plants,casual,1954,1954 - 1954,,DAISIE
Amaranthus crispus,Latvia,Vascular plants,casual,1852,1852 - 1852,,DAISIE
Amaranthus crispus,Lithuania,Vascular plants,established,1983,1983 - 1983,,DAISIE
Amaranthus crispus,Portugal,Vascular plants,established,1990,NULL - 1990,,DAISIE
Amaranthus crispus,Romania,Vascular plants,established,1911,1911 - 1911,,DAISIE
Amaranthus crispus,Slovakia,Vascular plants,established,1936,1936,,"Medveck�, J. et al. (2012)"
Amaranthus crispus,Spain,Vascular plants,established,1983,1983 - 1983,,DAISIE
Amaranthus crispus,Ukraine,Vascular plants,,1975,1975 - 1975,,DAISIE
Amaranthus crispus,United Kingdom,Vascular plants,casual,1958,1958,,Stace and Crawley (2015)
Amaranthus cruentus,Albania,Vascular plants,casual,1896,1896,,Barina Z et al. (2014)
Amaranthus cruentus,Australia,Vascular plants,,1905,1905,Herbarium record,Australia Virtual Herbarium
Amaranthus cruentus,Austria,Vascular plants,,1931,1931,,Essl F et al. (2014)
Amaranthus cruentus,Azores,Vascular plants,casual,1952,1952,,"Sch�fer, H. (2003)"
Amaranthus cruentus,Belgium,Vascular plants,casual,2005,2005,,"Verloove F, (2006)"
Amaranthus cruentus,Canada,Vascular plants,,1895,1895,Herbarium record,Lavoie et al. (2012)
Amaranthus cruentus,Chile,Vascular plants,,1942,1942,,Nicol Fuentes
Amaranthus cruentus,Corse,Vascular plants,casual,1885,1885,,DAISIE
Amaranthus cruentus,Cyprus,Vascular plants,established,1990,1990,,DAISIE
Amaranthus cruentus,Czech Republic,Vascular plants,alien,1834,1834,,GISD
Amaranthus cruentus,Estonia,Vascular plants,casual,1957,1957 - 1957,,DAISIE
Amaranthus cruentus,Kyrgyzstan,Vascular plants,,1985,1985,,Lazkov G A & Sultanova AB (2011)
Amaranthus cruentus,Lithuania,Vascular plants,casual,1916,1916 - 1916,,DAISIE
Amaranthus cruentus,Poland,Vascular plants,established,1872,1872 - 1872,,DAISIE
Amaranthus cruentus,Portugal,Vascular plants,casual,1882,1882 - 1882,,DAISIE
Amaranthus cruentus,Romania,Vascular plants,established,1952,1952 - 1952,,DAISIE
Amaranthus cruentus,Russia,Vascular plants,casual,1959,1959 - 1959,,DAISIE
Amaranthus cruentus,Slovakia,Vascular plants,casual,1876,1876(1938),,"Medveck�, J. et al. (2012)"
Amaranthus cruentus,Turkey,Vascular plants,established,1902,1902,,DAISIE
Amaranthus cruentus,Ukraine,Vascular plants,,1972,1972 - 1972,,DAISIE
Amaranthus cruentus,United Kingdom,Vascular plants,casual,1929,1929,,Roy H et al. (2012) 
Amaranthus deflexus,Albania,Vascular plants,established,1920,1920,,Barina Z et al. (2014)
Amaranthus deflexus,Australia,Vascular plants,,1896,1896,Herbarium record,Australia Virtual Herbarium
Amaranthus deflexus,Austria,Vascular plants,,1963,1963,,Essl F et al. (2014)
Amaranthus deflexus,Azores,Vascular plants,established,1844,1844,,"Sch�fer, H. (2003)"
Amaranthus deflexus,Belgium,Vascular plants,established,1850,<1850 ,,"Verloove F, (2006)"
Amaranthus deflexus,Chile,Vascular plants,,1849,1849,,Nicol Fuentes
Amaranthus deflexus,Corse,Vascular plants,established,1856,1856,,DAISIE
Amaranthus deflexus,Cyprus,Vascular plants,casual,1990,1990,,DAISIE
Amaranthus deflexus,Czech Republic,Vascular plants,established,1905,1905,,Py�ek et al. (2012)
Amaranthus deflexus,France,Vascular plants,established,1848,1848,,DAISIE
Amaranthus deflexus,Madeira,Vascular plants,established,1894,1894 - 1894,,DAISIE
Amaranthus deflexus,Poland,Vascular plants,casual,1929,1929,,DAISIE
Amaranthus deflexus,Portugal,Vascular plants,established,1897,NULL - 1897,,DAISIE
Amaranthus deflexus,Romania,Vascular plants,established,1898,1898 - 1898,,DAISIE
Amaranthus deflexus,Russia,Vascular plants,casual,1960,1960 - 1960,,DAISIE
Amaranthus deflexus,Slovakia,Vascular plants,established,1920,1920,,"Medveck�, J. et al. (2012)"
Amaranthus deflexus,United Kingdom,Vascular plants,casual,1874,1874,,Roy H et al. (2012) 
Amaranthus dubius,Australia,Vascular plants,,2000,2000,Herbarium record,Australia Virtual Herbarium
Amaranthus dubius,Hawaiian Islands,Vascular plants,,1930,1930,Herbarium record,"Wester, L. (1992)"
Amaranthus dubius,Taiwan,Vascular plants,,2002,2002,,Wu et al. (2010)
Amaranthus dubius,Zimbabwe,Vascular plants,casual,1960,1960,Herbarium record,Maroyi A (2012)
Amaranthus emarginatus,Chile,Vascular plants,established,1992,1992,,"Castro, S. A. et al. (2005)"
Amaranthus graecizans,Australia,Vascular plants,,1969,1969,Herbarium record,Australia Virtual Herbarium
Amaranthus graecizans,Azores,Vascular plants,casual,1993,1993,,"Sch�fer, H. (2003)"
Amaranthus graecizans,Belgium,Vascular plants,casual,1874,1874,,"Verloove F, (2006)"
Amaranthus graecizans,Corse,Vascular plants,established,1854,1854,,DAISIE
Amaranthus graecizans,Czech Republic,Vascular plants,casual,1965,1965,,Py�ek et al. (2012)
Amaranthus graecizans,Estonia,Vascular plants,casual,1954,1954 - 1954,,DAISIE
Amaranthus graecizans,Slovakia,Vascular plants,casual,1947,1947,,DAISIE
Amaranthus graecizans,Ukraine,Vascular plants,,1972,1972 - 1972,,DAISIE
Amaranthus graecizans,United Kingdom,Vascular plants,casual,1905,1905,,Roy H et al. (2012) 
Amaranthus hybridus,Albania,Vascular plants,established,1926,1926,,Barina Z et al. (2014)
Amaranthus hybridus,Australia,Vascular plants,,1891,1891,Herbarium record,Australia Virtual Herbarium
Amaranthus hybridus,Austria,Vascular plants,,1886,1886,,Essl F et al. (2014)
Amaranthus hybridus,Azores,Vascular plants,established,1842,1842 - 1842,,DAISIE
Amaranthus hybridus,Belgium,Vascular plants,established,1870,1870,,"Verloove F, (2006)"
Amaranthus hybridus,Canada,Vascular plants,,1821,1821,Herbarium record,Lavoie et al. (2012)
Amaranthus hybridus,Chile,Vascular plants,,1849,1849,,Nicol Fuentes
Amaranthus hybridus,China,Vascular plants,,1848,1848,,Xu et al. (2012)
Amaranthus hybridus,Corse,Vascular plants,established,1932,1932,,DAISIE
Amaranthus hybridus,Czech Republic,Vascular plants,casual,1834,1834,,Py�ek et al. (2012)
Amaranthus hybridus,Hawaiian Islands,Vascular plants,,1930,1930,Herbarium record,"Wester, L. (1992)"
Amaranthus hybridus,Ireland,Vascular plants,,1989,1989,,"Reynolds, S. C. P. (2002)"
Amaranthus hybridus,Madeira,Vascular plants,established,1894,1894 - 1894,,DAISIE
Amaranthus hybridus,Netherlands,Vascular plants,established,1900,1900,,DAISIE
Amaranthus hybridus,Norway,Vascular plants,established,1903,1903 - 1903,,GISD
Amaranthus hybridus,Poland,Vascular plants,established,1872,1872,,"Tokarska-Guzik, B. (2005)"
Amaranthus hybridus,Portugal,Vascular plants,established,1884,NULL - 1884,,DAISIE
Amaranthus hybridus,Romania,Vascular plants,established,1853,1853 - 1853,,DAISIE
Amaranthus hybridus,Slovakia,Vascular plants,casual,2005,2005,,"Medveck�, J. et al. (2012)"
Amaranthus hybridus,Socotra Island,Vascular plants,,2003,2003,,Senan et al. (2012)
Amaranthus hybridus,Spain,Vascular plants,established,1880,1880 - 1880,,DAISIE
Amaranthus hybridus,Taiwan,Vascular plants,,1934,1934,,Wu et al. (2010)
Amaranthus hybridus,United Kingdom,Vascular plants,casual,1876,1876,,Roy H et al. (2012) 
Amaranthus hybridus,Zimbabwe,Vascular plants,established,1918,1918,Herbarium record,Maroyi A (2012)
Amaranthus hybridus x retroflexus,United Kingdom,Vascular plants,casual,1959,1959,,Roy H et al. (2012) 
Amaranthus hypochondriacus,Austria,Vascular plants,,1971,1971,,Essl F et al. (2014)
Amaranthus hypochondriacus,Belgium,Vascular plants,casual,1857,1857,,"Verloove F, (2006)"
Amaranthus hypochondriacus,Czech Republic,Vascular plants,casual,1853,1853,,Py�ek et al. (2012)
Amaranthus hypochondriacus,Portugal,Vascular plants,casual,1910,1910 - 1910,,DAISIE
Amaranthus hypochondriacus,Russia,Vascular plants,casual,1842,1842 - 1842,,DAISIE
Amaranthus hypochondriacus,Slovakia,Vascular plants,casual,1791,1791(1948),,"Medveck�, J. et al. (2012)"
Amaranthus hypochondriacus,United Kingdom,Vascular plants,casual,1900,1900,,Roy H et al. (2012) 
Amaranthus lividus,Hawaiian Islands,Vascular plants,,1971,1971,Herbarium record,"Wester, L. (1992)"
Amaranthus lividus,Kyrgyzstan,Vascular plants,,1987,1987,,Lazkov G A & Sultanova AB (2011)
Amaranthus lividus,Taiwan,Vascular plants,,1965,1965,,Wu et al. (2010)
Amaranthus macrocarpus,Australia,Vascular plants,,1898,1898,Herbarium record,Australia Virtual Herbarium
Amaranthus macrocarpus,Belgium,Vascular plants,casual,1911,1911,,"Verloove F, (2006)"
Amaranthus melancholicus,Poland,Vascular plants,casual,1877,1877,,DAISIE
Amaranthus mitchellii,Australia,Vascular plants,,1969,1969,Herbarium record,Australia Virtual Herbarium
Amaranthus mitchellii,Belgium,Vascular plants,casual,1892,1892,,"Verloove F, (2006)"
Amaranthus muricatus,Australia,Vascular plants,,1943,1943,Herbarium record,Australia Virtual Herbarium
Amaranthus muricatus,Austria,Vascular plants,,2001,2001,,Essl F et al. (2014)
Amaranthus muricatus,Belgium,Vascular plants,casual,1947,1947,,"Verloove F, (2006)"
Amaranthus muricatus,Madeira,Vascular plants,established,1975,1975 - 1975,,DAISIE
Amaranthus muricatus,Portugal,Vascular plants,established,1945,NULL - 1945,,DAISIE
Amaranthus muricatus,Spain,Vascular plants,established,1908,1908 - 1908,,DAISIE
Amaranthus palmeri,Austria,Vascular plants,,1958,1958,,Essl F et al. (2014)
Amaranthus palmeri,Belgium,Vascular plants,casual,1952,1952,,"Verloove F, (2006)"
Amaranthus palmeri,China,Vascular plants,,1985,1985,,Xu et al. (2012)
Amaranthus palmeri,Czech Republic,Vascular plants,alien,1908,1908,,GISD
Amaranthus palmeri,Latvia,Vascular plants,casual,1954,1954 - 1954,,DAISIE
Amaranthus palmeri,Lithuania,Vascular plants,casual,1989,1989 - 1989,,DAISIE
Amaranthus palmeri,Norway,Vascular plants,casual,1965,1965 - 1965,,GISD
Amaranthus palmeri,Poland,Vascular plants,casual,1959,1959,,DAISIE
Amaranthus palmeri,Russia,Vascular plants,casual,1831,1831 - 1831,,DAISIE
Amaranthus palmeri,United Kingdom,Vascular plants,casual,1959,1959,,Roy H et al. (2012) 
Amaranthus polygonoides,Belgium,Vascular plants,casual,1959,1959,,"Verloove F, (2006)"
Amaranthus polygonoides,China,Vascular plants,,1979,1979,,Xu et al. (2012)
Amaranthus powellii,Australia,Vascular plants,,1885,1885,Herbarium record,Australia Virtual Herbarium
Amaranthus powellii,Austria,Vascular plants,,1935,1935,,Essl F et al. (2014)
Amaranthus powellii,Belgium,Vascular plants,established,1957,1957,,"Verloove F, (2006)"
Amaranthus powellii,Canada,Vascular plants,,1974,1974,Herbarium record,Lavoie et al. (2012)
Amaranthus powellii,Czech Republic,Vascular plants,invasive,1853,1853,,Py�ek et al. (2012)
Amaranthus powellii,Lithuania,Vascular plants,alien,1989,1989 - 1989,,GISD
Amaranthus powellii,Netherlands,Vascular plants,alien,1900,1900,,GISD
Amaranthus powellii,Russia,Vascular plants,casual,1948,1948 - 1948,,DAISIE
Amaranthus powellii,Slovakia,Vascular plants,established,1935,1935,,"Medveck�, J. et al. (2012)"
Amaranthus powellii,Ukraine,Vascular plants,,1972,1972 - 1972,,DAISIE
Amaranthus powellii,United Kingdom,Vascular plants,casual,1982,1982,,Stace and Crawley (2015)
Amaranthus quitensis,Australia,Vascular plants,,1949,1949,Herbarium record,Australia Virtual Herbarium
Amaranthus quitensis,Belgium,Vascular plants,casual,1898,1898,,"Verloove F, (2006)"
Amaranthus quitensis,Norway,Vascular plants,casual,1967,1967 - 1967,,GISD
Amaranthus quitensis,United Kingdom,Vascular plants,casual,1916,1916,,Roy H et al. (2012) 
Amaranthus retroflexus,Albania,Vascular plants,established,1895,1895,,Barina Z et al. (2014)
Amaranthus retroflexus,Australia,Vascular plants,,1894,1894,Herbarium record,Australia Virtual Herbarium
Amaranthus retroflexus,Austria,Vascular plants,,1821,1821,,Essl F et al. (2014)
Amaranthus retroflexus,Azores,Vascular plants,casual,1968,1968,,"Sch�fer, H. (2003)"
Amaranthus retroflexus,Belgium,Vascular plants,established,1857,1857,,"Verloove F, (2006)"
Amaranthus retroflexus,Bulgaria,Vascular plants,,1885,1885,,Petrova et al. (2013)
Amaranthus retroflexus,Chile,Vascular plants,,1849,1849,,Nicol Fuentes
Amaranthus retroflexus,Corse,Vascular plants,established,1985,1985,,DAISIE
Amaranthus retroflexus,Cyprus,Vascular plants,established,1880,1880,,DAISIE
Amaranthus retroflexus,Czech Republic,Vascular plants,invasive,1818,1818,,Py�ek et al. (2012)
Amaranthus retroflexus,Estonia,Vascular plants,established,1850,1850 - 1850,,DAISIE
Amaranthus retroflexus,France,Vascular plants,established,1822,1822,,DAISIE
Amaranthus retroflexus,Ireland,Vascular plants,,1867,1867,,"Reynolds, S. C. P. (2002)"
Amaranthus retroflexus,Japan,Vascular plants,alien,1890,1890,,GISD
Amaranthus retroflexus,Lithuania,Vascular plants,established,1886,1886 - 1886,,DAISIE
Amaranthus retroflexus,Madeira,Vascular plants,established,1914,1914 - 1914,,DAISIE
Amaranthus retroflexus,Netherlands,Vascular plants,established,1825,1825 - 1825,,DAISIE
Amaranthus retroflexus,Norway,Vascular plants,established,1875,1875 - 1875,,GISD
Amaranthus retroflexus,Poland,Vascular plants,established,1801,1801,,"Tokarska-Guzik, B. (2005)"
Amaranthus retroflexus,Portugal,Vascular plants,established,1882,NULL - 1882,,DAISIE
Amaranthus retroflexus,Romania,Vascular plants,established,1816,1816 - 1816,,DAISIE
Amaranthus retroflexus,Russia,Vascular plants,established,1914,1914 - 1914,,DAISIE
Amaranthus retroflexus,Slovakia,Vascular plants,invasive,1830,1830,,"Medveck�, J. et al. (2012)"
Amaranthus retroflexus,Taiwan,Vascular plants,,2004,2004,,Wu et al. (2010)
Amaranthus retroflexus,United Kingdom,Vascular plants,casual,1853,1853,,Roy H et al. (2012) 
Amaranthus rudis,Belgium,Vascular plants,casual,1983,1983,,"Verloove F, (2006)"
Amaranthus spinosus,Albania,Vascular plants,casual,1972,1972,,Barina Z et al. (2014)
Amaranthus spinosus,Australia,Vascular plants,,1887,1887,Herbarium record,Australia Virtual Herbarium
Amaranthus spinosus,Belgium,Vascular plants,casual,1887,1887,,"Verloove F, (2006)"
Amaranthus spinosus,China,Vascular plants,,1836,1836,,Xu et al. (2012)
Amaranthus spinosus,Corse,Vascular plants,alien,1998,1998,,DAISIE
Amaranthus spinosus,Czech Republic,Vascular plants,casual,1909,1909,,Py�ek et al. (2012)
Amaranthus spinosus,Hawaiian Islands,Vascular plants,,1911,1911,Herbarium record,"Wester, L. (1992)"
Amaranthus spinosus,Latvia,Vascular plants,casual,1983,1983 - 1983,,DAISIE
Amaranthus spinosus,Madeira,Vascular plants,established,1971,1971 - 1971,,DAISIE
Amaranthus spinosus,Nepal,Vascular plants,,1955,1955,,Tiwari et al. (2005)
Amaranthus spinosus,Norway,Vascular plants,casual,1883,1883 - 1883,,GISD
Amaranthus spinosus,Russia,Vascular plants,casual,1914,1914 - 1914,,DAISIE
Amaranthus spinosus,Taiwan,Vascular plants,,1864,1864,,Wu et al. (2010)
Amaranthus spinosus,Zimbabwe,Vascular plants,invasive,1931,1931,Herbarium record,Maroyi A (2012)
Amaranthus standleyanus,Austria,Vascular plants,,1960,1960,,Essl F et al. (2014)
Amaranthus standleyanus,Belgium,Vascular plants,casual,1903,1903,,"Verloove F, (2006)"
Amaranthus standleyanus,Latvia,Vascular plants,casual,1898,1898 - 1898,,DAISIE
Amaranthus standleyanus,Lithuania,Vascular plants,casual,1988,1988 - 1988,,DAISIE
Amaranthus standleyanus,Poland,Vascular plants,casual,1932,1932,,DAISIE
Amaranthus standleyanus,United Kingdom,Vascular plants,casual,1932,1932,,Roy H et al. (2012) 
Amaranthus tamariscinus,Austria,Vascular plants,,1960,1960,,Essl F et al. (2014)
Amaranthus thunbergii,Belgium,Vascular plants,casual,1857,1857,,"Verloove F, (2006)"
Amaranthus thunbergii,United Kingdom,Vascular plants,casual,1909,1909,,Roy H et al. (2012) 
Amaranthus tricolor,Poland,Vascular plants,casual,1877,1877,,"Tokarska-Guzik, B. (2005)"
Amaranthus tricolor,Slovakia,Vascular plants,casual,1946,1946,,"Medveck�, J. et al. (2012)"
Amaranthus tuberculatus,Austria,Vascular plants,,1960,1960,,Essl F et al. (2014)
Amaranthus tuberculatus,Belgium,Vascular plants,casual,1992,1992,,"Verloove F, (2006)"
Amaranthus tuberculatus,Canada,Vascular plants,,1869,1869,Herbarium record,Lavoie et al. (2012)
Amaranthus tuberculatus,Czech Republic,Vascular plants,casual,1967,1967,,Py�ek et al. (2012)
Amaranthus viridis,Albania,Vascular plants,established,1896,1896,,Barina Z et al. (2014)
Amaranthus viridis,Australia,Vascular plants,,1889,1889,Herbarium record,Australia Virtual Herbarium
Amaranthus viridis,Austria,Vascular plants,,1960,1960,,Essl F et al. (2014)
Amaranthus viridis,Azores,Vascular plants,casual,1900,1900,,"Sch�fer, H. (2003)"
Amaranthus viridis,Belgium,Vascular plants,casual,1905,1905,,"Verloove F, (2006)"
Amaranthus viridis,Chile,Vascular plants,,1849,1849,,Nicol Fuentes
Amaranthus viridis,China,Vascular plants,,1864,1864,,Xu et al. (2012)
Amaranthus viridis,Corse,Vascular plants,established,1979,1979,,DAISIE
Amaranthus viridis,Cyprus,Vascular plants,established,1939,1939,,DAISIE
Amaranthus viridis,Czech Republic,Vascular plants,casual,1964,1964,,Py�ek et al. (2012)
Amaranthus viridis,Hawaiian Islands,Vascular plants,,1819,1819,Herbarium record,"Wester, L. (1992)"
Amaranthus viridis,Lord Howe Island,Vascular plants,,1975,1975,,Pickard (1998)
Amaranthus viridis,Norway,Vascular plants,casual,2003,2003 - 2003,,GISD
Amaranthus viridis,Poland,Vascular plants,casual,1931,1931,,DAISIE
Amaranthus viridis,Portugal,Vascular plants,established,1886,NULL - 1886,,DAISIE
Amaranthus viridis,Romania,Vascular plants,alien,1998,1998 - 1998,,GISD
Amaranthus viridis,Russia,Vascular plants,casual,1884,1884 - 1884,,DAISIE
Amaranthus viridis,Slovakia,Vascular plants,casual,1966,1966,,"Medveck�, J. et al. (2012)"
Amaranthus viridis,Spain,Vascular plants,established,1898,1898 - 1898,,DAISIE
Amaranthus viridis,Taiwan,Vascular plants,,1864,1864,,Wu et al. (2010)
Amaranthus viridis,United Kingdom,Vascular plants,casual,1923,1923,,Stace and Crawley (2015)
Amaranthus viridis,Zimbabwe,Vascular plants,invasive,1942,1942,Herbarium record,Maroyi A (2012)
Amaranthus x alleizettei,Czech Republic,Vascular plants,casual,1945,1945,,Py�ek et al. (2012)
